Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label
1541,tt0072820,Cooley High,,\N,1975,107,4623.0,True
1543,tt0072869,The Devil's Rain,,1975,\N,86,4036.0,False
1557,tt0073043,The Giant Spider Invasion,,1975,\N,84,4115.0,False
1560,tt0073155,That Most Important Thing: Love,L'important c'est d'aimer,1975,\N,109,3769.0,True
1576,tt0073679,Special Section,,1975,\N,118,1254.0,True
1586,tt0074252,"Ugly, Dirty and Bad",,1976,\N,115,8222.0,True
1588,tt0074286,Carry on England,Carry on England,\N,1976,89,1957.0,False
1604,tt0074554,The Front,The Front,1976,\N,95,,True
1609,tt0074599,Gús,,1976,\N,96,1852.0,False
1625,tt0074921,Most,Most,1969,\N,105,1086.0,True
1664,tt0076155,The Man Who Loved Women,L'homme qui aimait les femmes,1977,\N,120,6660.0,True
1671,tt0076312,Love Letters of a Portuguese Nun,,1977,\N,89,1089.0,False
1700,tt0077292,Crippled Avengers,Can que,1978,\N,104,2395.0,True
1714,tt0077660,Harper Valley P.T.A.,,1978,\N,93,1098.0,False
1720,tt0077745,Invasion of the Body Snatchers,,1978,\N,115,57581.0,True
1731,tt0078326,Straight Time,,1978,\N,114,8440.0,True
1734,tt0078418,Trishul,Trishul,1978,\N,167,2202.0,True
1735,tt0078435,Message from Space,Uchu kara no messeji,1978,\N,105,1370.0,False
1744,tt0078778,Ángéls' Brigádé,,1979,\N,97,1939.0,False
1767,tt0079450,Thé Légácy,The Legacy,1978,\N,102,2877.0,False
1785,tt0079944,Stalker,,1979,\N,162,128082.0,True
1798,tt0080439,The Taming of the Scoundrel,Il bisbetico domato,1980,\N,107,7780.0,True
1800,tt0080486,Devil Hunter,El caníbal,\N,1980,102,1347.0,False
1806,tt0080610,The Last Metro,,1980,\N,131,13637.0,True
1807,tt0080623,Hálf á Lớáf ớf Kúng Fú,,1978,\N,97,1809.0,False
1813,tt0080905,Fists of the White Lotus,Hong Wending san po bai lian jiao,1980,\N,95,1593.0,True
1817,tt0080979,Kagemusha,,1980,\N,180,34545.0,True
1822,tt0081250,The Night of the Hunted,La nuit des traquées,1980,\N,87,1608.0,False
1827,tt0081427,Ricomincio da tre,Ricomincio da tre,1981,\N,110,,True
1840,tt0082094,The Boogens,,1981,\N,95,2610.0,False
1855,tt0082350,An Eye for an Eye,An Eye for an Eye,1981,\N,106,3840.0,False
1904,tt0083254,Under the Rainbow,Under the Rainbow,1981,\N,98,2704.0,False
1906,tt0083271,Vabank,Vabank,1981,\N,108,4238.0,True
1908,tt0083296,Visiting Hours,Visiting Hours,1982,\N,105,4095.0,False
1928,tt0083922,Fanny and Alexander,,1982,\N,188,61602.0,True
1950,tt0084504,The Pirate Movie,The Pirate Movie,\N,1982,105,4323.0,False
1960,tt0084652,The Seduction,The Seduction,\N,1982,104,1163.0,False
1982,tt0085180,L'Argent,,1983,\N,85,9418.0,True
1988,tt0085327,Who Finds a Friend Finds a Treasure,Chi trova un amico trova un tesoro,1981,\N,108,11165.0,True
1994,tt0085387,D.C. Cáb,D.C. Cab,1983,\N,100,,False
1999,tt0085478,Educating Rita,Educating Rita,1983,\N,110,13621.0,True
2033,tt0086197,The Right Stuff,The Right Stuff,1983,\N,193,59903.0,True
2043,tt0086345,Space Raiders,Space Raiders,1983,\N,84,,False
2045,tt0086349,Spasms,,1983,\N,90,1085.0,False
2071,tt0086978,Blind Date,Blind Date,\N,1984,106,1908.0,False
2075,tt0086998,Breakin',,1984,\N,90,6248.0,False
2085,tt0087328,The Home and the World,Ghare-Baire,1984,\N,140,,True
2090,tt0087425,Hot Dog... The Movie,Hot Dog ...The Movie,1983,\N,96,3368.0,False
2104,tt0087798,Night Train to Terror,Night Train to Terror,1985,\N,98,,False
2116,tt0088074,Secret Honor,Secret Honor,1984,\N,90,2934.0,True
2128,tt0088333,Up the Creek,,1984,\N,96,3449.0,False
2136,tt0088763,Báck tớ thé Fútúré,Back to the Future,1985,\N,116,1127305.0,True
2143,tt0088939,The Color Purple,The Color Purple,1985,\N,154,83143.0,True
2160,tt0089371,Mr. Vampire,Geung see sin sang,1985,\N,96,3835.0,True
2181,tt0089800,The Feather Fairy,,1985,\N,90,1153.0,True
2208,tt0090660,Armed and Dangerous,,\N,1986,88,11241.0,False
2226,tt0091149,Thé Gréát Mớúsé Détéctivé,,1986,\N,74,47842.0,True
2254,tt0091671,From a Whisper to a Scream,,1987,\N,99,2353.0,False
2255,tt0091706,Out of Bounds,Out of Bounds,1986,\N,93,1576.0,False
2257,tt0091777,Police Academy 3: Back in Training,Police Academy 3: Back in Training,1986,\N,83,44440.0,False
2288,tt0092608,Back to the Beach,,1987,\N,92,2918.0,False
2293,tt0092695,The Brave Little Toaster,The Brave Little Toaster,1987,\N,90,24998.0,True
2327,tt0093223,House of Games,House of Games,1987,\N,102,21895.0,True
2336,tt0093431,The Lonely Passion of Judith Hearne,The Lonely Passion of Judith Hearne,1987,\N,116,1036.0,True
2355,tt0093870,RoboCop,RoboCop,1987,\N,102,246467.0,True
2357,tt0093966,The Sicilian,,1987,\N,115,4931.0,False
2363,tt0094021,Thé Sqúéézé,,1987,\N,101,1161.0,False
2364,tt0094027,Stand and Deliver,,1988,\N,103,19598.0,True
2388,tt0094701,Bad Dreams,,\N,1988,80,3816.0,False
2398,tt0094846,Cásúál Séx?,,1988,\N,97,4004.0,False
2399,tt0094850,Cellar Dweller,,\N,1987,77,2319.0,False
2413,tt0095238,The Good Mother,,1988,\N,104,1667.0,False
2417,tt0095276,Hanussen,,1988,\N,140,1701.0,True
2434,tt0095665,Mr. North,Mr. North,1988,\N,93,1442.0,False
2437,tt0095715,Alice,Neco z Alenky,\N,1988,86,12391.0,True
2438,tt0095756,Not of This Earth,Not of This Earth,1988,\N,81,2420.0,False
2460,tt0096241,The Telephone,The Telephone,1988,\N,96,1021.0,False
2471,tt0096786,Alienator,,1990,\N,93,1569.0,False
2474,tt0096894,"Bashu, the Little Stranger",,1989,\N,120,2759.0,True
2475,tt0096908,A City of Sadness,Beiqing chengshi,1989,\N,157,4622.0,True
2486,tt0097257,Earth Girls Are Easy,,1988,\N,100,22758.0,False
2497,tt0097503,Hider in the House,Hider in the House,1989,\N,108,1581.0,False
2507,tt0097636,The Jönsson Gang in Mallorca,Jönssonligan på Mallorca,1989,\N,101,3527.0,False
2517,tt0097870,Forever Mary,,1989,\N,102,1059.0,True
2524,tt0098022,Old Gringo,Old Gringo,1989,\N,119,,False
2551,tt0098649,Wickéd Stépmớthér,Wicked Stepmother,1989,\N,90,2122.0,False
2558,tt0099172,Brácá pớ mátéri,Braca po materi,1988,\N,105,1181.0,True
2570,tt0099492,The Tenants,,1987,\N,109,2244.0,True
2584,tt0099810,The Hunt for Red October,The Hunt for Red October,1990,\N,135,190578.0,True
2605,tt0100339,Patlabor: The Movie,,1989,\N,100,4892.0,True
2608,tt0100470,Journey of Hope,Reise der Hoffnung,1990,\N,105,2039.0,True
2609,tt0100475,Répớssésséd,,1990,\N,80,8604.0,False
2623,tt0101256,976-Evil II,,1991,\N,93,1687.0,False
2633,tt0101492,Body Parts,Body Parts,1991,\N,88,4326.0,False
2636,tt0101526,Children of Nature,,1991,\N,82,1470.0,True
2641,tt0101649,Thalapathi,,1991,\N,157,,True
2645,tt0101701,Delirious,Delirious,1991,\N,96,8363.0,False
2664,tt0102351,Lucky Luke,,1991,\N,92,3887.0,False
2689,tt0103016,Switch,,\N,1991,103,,False
2703,tt0103773,Basket Case 3,Basket Case 3,1991,\N,90,,False
2706,tt0103848,Blue Ice,,1992,\N,105,1618.0,False
2718,tt0104046,Daens,,\N,1992,138,4077.0,True
2727,tt0104409,Hellraiser III: Hell on Earth,Hellraiser III: Hell on Earth,1992,\N,97,29637.0,False
2739,tt0104759,Thé Lớst Wớrld,The Lost World,1992,\N,99,1154.0,False
2747,tt0104870,Mikey,Mikey,1992,\N,92,2593.0,False
2765,tt0105395,Shootfighter: Fight to the Death,Shootfighter: Fight to the Death,1993,\N,100,1193.0,False
2767,tt0105477,Stop! Or My Mom Will Shoot,Stop! Or My Mom Will Shoot,1992,\N,87,41385.0,False
2779,tt0105792,Waxwork II: Lost in Time,Waxwork II: Lost in Time,1992,\N,104,4405.0,False
2780,tt0105807,Whén thé Párty's Ớvér,When the Party's Over,1992,\N,114,1054.0,False
2784,tt0106185,The Innocent,The Innocent,1993,\N,119,1559.0,False
2821,tt0107156,The Wedding Banquet,,1993,\N,106,14993.0,True
2837,tt0107611,Mr. Jones,Mr. Jones,1993,\N,114,7139.0,False
2849,tt0107927,The Real McCoy,The Real McCoy,1993,\N,105,8871.0,False
2858,tt0108186,Son in Law,,\N,1993,95,19663.0,False
2860,tt0108194,Sose halunk meg,,1993,\N,95,1783.0,True
2887,tt0109277,Sailor Moon S: The Movie - Hearts in Ice,,1994,\N,60,1959.0,True
2895,tt0109443,Clean Slate,Clean Slate,1994,\N,107,3873.0,False
2920,tt0109958,"He's a Woman, She's a Man",Gam chi yuk yip,1994,\N,107,1052.0,True
2940,tt0110280,Révớlútiớnáry,Krantiveer,1994,\N,159,2032.0,True
2947,tt0110361,Lisbon Story,Lisbon Story,1994,\N,100,4833.0,True
2965,tt0110882,Before the Rain,,1994,\N,113,14587.0,True
2974,tt0111161,The Shawshank Redemption,The Shawshank Redemption,1994,\N,142,2503641.0,True
2991,tt0112342,The Amazing Panda Adventure,,1995,\N,84,4089.0,False
3010,tt0112634,Carnosaur 2,Carnosaur 2,1995,\N,83,2048.0,False
3016,tt0112767,Cyclo,,1995,\N,123,4995.0,True
3023,tt0113049,Fermo posta Tinto Brass,,1995,\N,81,1517.0,False
3024,tt0113063,The Final Cut,,\N,1995,96,,False
3034,tt0113443,It's My Party,,1996,\N,110,2998.0,True
3044,tt0113674,Live Nude Girls,,1995,\N,95,1841.0,False
3052,tt0113808,Miami Rhapsody,Miami Rhapsody,1995,\N,95,3309.0,False
3056,tt0113845,Money Train,Money Train,1995,\N,110,40354.0,False
3059,tt0113870,Murder in the First,,1995,\N,122,27861.0,True
3068,tt0114193,Prớjéct: Métálbéást,,\N,1995,92,,False
3074,tt0114429,Shirli-myrli,Shirli-myrli,1995,\N,143,,True
3089,tt0114781,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,1995,\N,100,,False
3095,tt0114996,A Chinese Odyssey: Part 2 - Cinderella,,1995,\N,98,6989.0,True
3117,tt0115742,Boys,Boys,1996,\N,86,3644.0,False
3121,tt0115794,Bámbola,,1996,\N,92,,False
3123,tt0115836,Carpool,,1996,\N,89,4803.0,False
3129,tt0116116,Dévil's Islánd,,1996,\N,99,,True
3132,tt0116225,Escape from L.A.,,1996,\N,101,73011.0,False
3141,tt0116308,Fire,Fire,1996,\N,108,5941.0,True
3142,tt0116311,First Kid,,1996,\N,101,10750.0,False
3148,tt0116506,Hearts & Minds,,1995,\N,100,3321.0,False
3180,tt0117128,Mystery Science Theater 3000: The Movie,Mystery Science Theater 3000: The Movie,1996,\N,73,,True
3184,tt0117238,Ớmégá Dớớm,,1996,\N,84,3087.0,False
3194,tt0117477,Ridicule,,1996,\N,102,7489.0,True
3221,tt0118011,Premeditated Murder,Ubistvo s predumisljajem,1995,\N,94,1865.0,True
3226,tt0118521,U2: Zoo TV Live from Sydney,U2: Zoo TV Live from Sydney,1994,\N,118,1068.0,True
3228,tt0118541,8 Héáds in á Dúffél Bág,8 Heads in a Duffel Bag,1997,\N,95,10279.0,False
3230,tt0118589,Glittér,Glitter,2001,\N,104,,False
3231,tt0118660,Auzaar,,1997,\N,127,1039.0,False
3256,tt0119086,Excess Baggage,,1997,\N,101,,False
3264,tt0119177,Gattaca,Gattaca,1997,\N,106,292512.0,True
3270,tt0119247,Half a Chance,1 chance sur 2,1998,\N,104,2598.0,False
3292,tt0119626,Martín (Hache),Martín (Hache),1997,\N,123,4178.0,True
3293,tt0119640,McHale's Navy,McHale's Navy,1997,\N,108,,False
3299,tt0119815,Four Days in September,,1997,\N,110,4854.0,True
3300,tt0119820,Ogifta par ...en film som skiljer sig,Ogifta par ...en film som skiljer sig,1997,\N,90,1277.0,False
3310,tt0120036,Rosewood,Rosewood,1997,\N,140,,True
3325,tt0120255,Thé Swéét Héréáftér,,1997,\N,112,34541.0,True
3332,tt0120472,Waco: The Rules of Engagement,,1997,\N,136,3509.0,True
3335,tt0120576,Dance with Me,Dance with Me,1998,\N,126,6324.0,False
3336,tt0120577,54,54,1998,\N,93,32722.0,False
3370,tt0122037,The Dead Pit,,1989,\N,95,,False
3388,tt0124770,Patlabor 2: The Movie,Kidô keisatsu patorebâ: The Movie 2,1993,\N,113,4011.0,True
3399,tt0126886,Election,,1999,\N,103,,True
3407,tt0128232,Ghost Keeper,Ghostkeeper,1981,\N,89,1044.0,False
3409,tt0128442,Rớúndérs,,1998,\N,121,147567.0,True
3411,tt0128985,Chálti Ká Náám Gáádi,,1958,\N,173,1589.0,True
3438,tt0134614,The Girls,,1962,\N,98,3671.0,True
3460,tt0139239,Go,,1999,\N,102,70324.0,True
3469,tt0140448,Páthinárú Váyáthinilé,,1977,\N,139,1083.0,True
3475,tt0141824,The Inheritors,Die Siebtelbauern,1998,\N,95,1155.0,True
3498,tt0145503,Sunshine,,1999,\N,181,14812.0,True
3500,tt0145547,Two Hands,Two Hands,1999,\N,103,12330.0,True
3509,tt0149568,Áá Áb Láút Chálén,,1999,\N,177,1721.0,False
3517,tt0151691,My Námé Is Jớé,My Name Is Joe,1998,\N,105,8228.0,True
3533,tt0156901,The Apple,,1998,\N,86,2339.0,True
3545,tt0160127,Chárlié's Ángéls,Charlie's Angels,2000,\N,98,183257.0,False
3547,tt0160298,Trippin',Trippin',1999,\N,94,1315.0,False
3550,tt0162211,Deadly Instincts,,1997,\N,90,1173.0,False
3553,tt0162866,The Emperor and the Assassin,Jing Ke ci Qin Wang,1998,\N,162,6144.0,True
3564,tt0164114,Drive Me Crazy,Drive Me Crazy,1999,\N,91,19166.0,False
3607,tt0169828,Fáthér ớf á Sớldiér,Jariskatsis mama,1964,\N,87,4133.0,True
3609,tt0171227,Diplomatic Siege,,1999,\N,90,1470.0,False
3615,tt0172519,Guddu,,1995,\N,160,2328.0,False
3617,tt0172627,Body Shots,,1999,\N,106,5424.0,False
3635,tt0177226,Sisters of Death,,1976,\N,87,,False
3638,tt0177698,Miss Director,Dis diefthyntis,1964,\N,96,1408.0,True
3640,tt0177789,Galaxy Quest,Galaxy Quest,\N,1999,102,,True
3643,tt0179182,Forever Mine,,1999,\N,115,2475.0,False
3663,tt0182000,The Caveman's Valentine,The Caveman's Valentine,2001,\N,105,7842.0,False
3666,tt0183306,Jinnáh,,1998,\N,110,2866.0,True
3669,tt0184756,Mr. Múhsin,Muhsin Bey,1987,\N,119,10620.0,True
3680,tt0186895,Les Boys III,,2001,\N,124,1118.0,False
3682,tt0187231,Barking at the Stars,Lajanje na zvezde,1998,\N,95,7218.0,True
3687,tt0188055,Mercy,Mercy,2000,\N,117,2237.0,False
3707,tt0192731,Urban Legends: Final Cut,,\N,2000,97,17138.0,False
3713,tt0195909,Meeting People Is Easy,Meeting People Is Easy,1998,\N,99,3146.0,True
3720,tt0197384,Crime + Punishment in Suburbia,,2000,\N,100,3342.0,False
3725,tt0199481,Druids,Vercingétorix,2001,\N,120,5268.0,False
3760,tt0209189,Not One Less,Yi ge dou bu neng shao,1999,\N,106,8650.0,True
3765,tt0210701,German Fried Movie,German Fried Movie,1992,\N,88,1309.0,False
3772,tt0211915,Amélie,,2001,\N,122,730484.0,True
3777,tt0212712,2046,,2004,\N,129,55758.0,True
3778,tt0212720,A.I. Artificial Intelligence,A.I. Artificial Intelligence,2001,\N,146,,True
3785,tt0214915,Mánichithrátházhú,,1993,\N,169,10013.0,True
3816,tt0227194,One 2 Ka 4,One 2 Ka 4,2001,\N,169,5013.0,False
3821,tt0229371,An Evening of Edgar Allan Poe,An Evening of Edgar Allan Poe,1970,\N,53,1008.0,True
3829,tt0233600,Tokyo Raiders,Dong jing gong lüe,\N,2000,118,2499.0,False
3837,tt0234837,Suzhou River,,2000,\N,83,4673.0,True
3926,tt0252277,Bichhoo,Bichhoo,2000,\N,160,,False
3928,tt0252405,Düttürü Dünya,,1988,\N,91,2603.0,True
3930,tt0252468,Gerzek Saban,Gerzek Saban,1980,\N,76,2872.0,True
3944,tt0253623,Sálákớ,,1974,\N,87,6022.0,True
3946,tt0253840,The Triumph of Love,,2001,\N,112,1552.0,False
3950,tt0253997,Çöpçüler Krali,,1977,\N,80,,True
3958,tt0255477,Pinớcchiớ,Pinocchio,2002,\N,108,,False
3962,tt0256692,Chori Chori Chupke Chupke,,2001,\N,165,,False
3978,tt0260414,Taking Sides,Taking Sides,2001,\N,108,,True
3995,tt0263534,Kara gözlüm,,1970,\N,95,1049.0,True
4004,tt0265087,Black Knight,,2001,\N,95,39788.0,False
4005,tt0265116,Chaos,Chaos,2001,\N,109,,True
4006,tt0265144,Ớffsidé,Dar Alanda Kisa Paslasmalar,2000,\N,120,3057.0,True
4007,tt0265232,Once in a Lifetime,,2000,\N,108,2146.0,False
4021,tt0267363,Chándni Bár,Chandni Bar,2001,\N,150,2567.0,True
4024,tt0267913,Scooby-Doo,,2002,\N,89,,False
4025,tt0268126,Adaptation.,Adaptation.,2002,\N,115,187322.0,True
4044,tt0271210,R.S.V.P.,R.S.V.P.,2002,\N,100,1126.0,False
4049,tt0272338,Punch-Drunk Love,,2002,\N,95,156992.0,True
4067,tt0277027,I Am Sam,,2001,\N,132,147514.0,True
4093,tt0281718,Friend,Chingoo,2001,\N,113,4932.0,True
4104,tt0283054,Thunderpants,,2002,\N,87,5692.0,False
4111,tt0284494,Skins,,2002,\N,84,1444.0,True
4113,tt0284929,Ted Bundy,,2002,\N,99,7571.0,False
4115,tt0285487,Crazy as Hell,,\N,2002,113,1069.0,False
4121,tt0286244,The Triplets of Belleville,,2003,\N,80,53490.0,True
4158,tt0293832,Hánsél & Grétél,Hansel & Gretel,2002,\N,89,1371.0,False
4168,tt0297741,Argo,Argo,2004,\N,106,3764.0,True
4174,tt0298954,Crying... Silicon Tears,,2001,\N,110,2765.0,True
4176,tt0299213,Waterboys,,2001,\N,91,2811.0,True
4180,tt0300902,Ábsớlớn,,2003,\N,96,3138.0,False
4182,tt0301082,Cardcaptor Sakura: The Movie,Gekijô-ban Kâdokaputâ Sakura,1999,\N,80,1595.0,True
4200,tt0304120,H,H,2002,\N,106,1835.0,False
4206,tt0305396,Thé Crớcớdilé Húntér: Cớllisiớn Cớúrsé,The Crocodile Hunter: Collision Course,2002,\N,90,7908.0,False
4209,tt0305973,Sonny,,2002,\N,110,4218.0,False
4210,tt0306047,Scary Movie 3,,2003,\N,84,143408.0,False
4217,tt0307197,Murder on a Sunday Morning,,2001,\N,111,4229.0,True
4221,tt0307553,Tempo,Tempo,2003,\N,83,1003.0,False
4222,tt0307681,I Not Stupid,,2002,\N,105,1137.0,True
4223,tt0307692,Zapata - El sueño del héroe,Zapata - El sueño del héroe,2004,\N,\N,1050.0,False
4229,tt0308644,Finding Neverland,,2004,\N,106,203152.0,True
4231,tt0309291,Blue Spring,,2001,\N,83,3551.0,True
4241,tt0311519,The Man Without a Past,,2002,\N,97,23060.0,True
4257,tt0314786,Thé In-Láws,The In-Laws,2003,\N,98,16873.0,False
4263,tt0315733,21 Grams,21 Grams,\N,2003,124,231953.0,True
4278,tt0319061,Big Fish,Big Fish,2003,\N,125,429870.0,True
4286,tt0322259,2 Fast 2 Furious,2 Fast 2 Furious,2003,\N,107,264980.0,False
4288,tt0323013,Lakshya,,2004,\N,186,22557.0,True
4306,tt0327409,Alien Hunter,,2003,\N,92,4434.0,False
4317,tt0329042,Él Áláméin - Thé Liné ớf Firé,,2002,\N,117,1860.0,True
4319,tt0329216,I Witness,,2003,\N,95,1502.0,False
4322,tt0329485,The Butterfly,,2002,\N,85,,True
4346,tt0337578,Bághbán,Baghban,2003,\N,181,,True
4362,tt0339147,Highwaymen,,2004,\N,80,8788.0,False
4373,tt0340855,Monster,,2003,\N,109,145226.0,True
4378,tt0343168,Thé Wéáthér Úndérgrớúnd,The Weather Underground,2002,\N,92,3591.0,True
4392,tt0347304,Kal Ho Naa Ho,,2003,\N,186,,True
4399,tt0349205,Cheaper by the Dozen,Cheaper by the Dozen,2003,\N,98,98941.0,False
4421,tt0356154,Wolf Summer,,\N,2003,87,1105.0,False
4424,tt0356764,Thé Jớb,The Job,2003,\N,86,1023.0,False
4426,tt0357277,Elektra,Elektra,2005,\N,97,90548.0,False
4430,tt0357829,Kalyanaraman,Kalyanaraman,2002,\N,126,1309.0,True
4456,tt0362511,Dorm Daze,Dorm Daze,2003,\N,96,7820.0,False
4457,tt0362942,Post Impact,Post Impact,\N,2004,90,2198.0,False
4458,tt0363143,Trauma,Trauma,2004,\N,94,3365.0,False
4461,tt0363409,Aan: Men at Work,,2004,\N,149,3019.0,False
4463,tt0363852,O Simdi Asker,,2003,\N,125,2650.0,False
4464,tt0364616,The Unknown,,2005,\N,85,1149.0,False
4474,tt0366621,InuYasha the Movie 2: The Castle Beyond the Looking Glass,,\N,2002,99,2071.0,True
4476,tt0366721,Trilogy: The Weeping Meadow,,2004,\N,170,4670.0,True
4504,tt0369702,The Sea Inside,,2004,\N,126,80209.0,True
4512,tt0372303,Thé Cớnféssớr,,2004,\N,91,1443.0,False
4516,tt0373051,Journey to the Center of the Earth,,2008,\N,93,,False
4532,tt0375093,Srabon Megher Din,,2000,\N,150,2409.0,True
4534,tt0375611,Black,,2005,\N,122,34370.0,True
4537,tt0375878,Kaakha..Kaakha: The Police,,2003,\N,153,6015.0,True
4544,tt0376650,Hipnos,Hipnos,2004,\N,93,1441.0,False
4578,tt0381601,Slipstream,Slipstream,2005,\N,89,3348.0,False
4589,tt0382330,Ás It Is in Héávén,Så som i himmelen,2004,\N,133,17026.0,True
4595,tt0383010,The Three Stooges,The Three Stooges,2012,\N,92,31097.0,False
4597,tt0383060,Zoom,,2006,\N,93,20581.0,False
4623,tt0387357,The Locals,,2003,\N,88,2062.0,False
4628,tt0388130,Initial D: Third Stage,Initial D: Third Stage,2001,\N,100,1299.0,True
4651,tt0391728,Adam and Eve,,2005,\N,91,2797.0,False
4657,tt0393775,Simon,,\N,2004,102,8064.0,True
4678,tt0398842,The Celestine Prophecy,The Celestine Prophecy,2006,\N,99,,False
4687,tt0401711,"Paris, je t'aime",,2006,\N,120,71851.0,True
4689,tt0401815,Tamara,,2005,\N,98,10136.0,False
4693,tt0402158,Empire of the Wolves,,2005,\N,128,,False
4725,tt0408345,Firewall,Firewall,2006,\N,105,57377.0,False
4731,tt0409182,Poseidon,,\N,2006,98,,False
4745,tt0412019,Broken Flowers,,2005,\N,106,101239.0,True
4772,tt0417686,Forest of the Damned,,2005,\N,95,1168.0,False
4773,tt0417751,Her Minor Thing,,2005,\N,91,1704.0,False
4785,tt0420260,Tony Takitani,Tonî Takitani,2004,\N,105,4481.0,True
4787,tt0420555,How Much Do You Love Me?,,2005,\N,95,6863.0,False
4797,tt0421729,Big Momma's House 2,,2006,\N,99,,False
4808,tt0423166,White Nights,,2003,\N,103,1125.0,True
4820,tt0424863,Thé Bớớk ớf Révélátiớn,The Book of Revelation,2006,\N,118,1523.0,False
4825,tt0425210,Lucky Number Slevin,,2006,\N,110,307322.0,True
4827,tt0425321,The Yacoubian Building,,2006,\N,165,6312.0,True
4845,tt0427323,Thé Cháớs Cláss in thé Militáry,,2005,\N,112,7108.0,False
4847,tt0427582,The Method,,2005,\N,115,10936.0,True
4852,tt0428646,Hui Buh: Das Schlossgespenst,,2006,\N,103,2842.0,False
4859,tt0430239,It Waits,It Waits,2005,\N,88,,False
4862,tt0430576,The Secret Life of Words,,2005,\N,115,12408.0,True
4900,tt0439714,Múmbái Éxpréss,,\N,2005,152,1116.0,False
4901,tt0439817,The Sun,,2005,\N,110,2792.0,True
4916,tt0443584,Mélissá P.,Melissa P.,\N,2005,100,6463.0,False
4928,tt0445990,Invincible,Invincible,2006,\N,105,68930.0,True
4936,tt0449159,15 Park Avenue,,2005,\N,116,,True
4939,tt0449487,Passengers,Passengers,2008,\N,93,36161.0,False
4949,tt0450426,Gallipoli,,2005,\N,114,1930.0,True
4975,tt0455116,Seoul Raiders,,2005,\N,95,1065.0,False
4985,tt0456047,Bizim Áilé,,1975,\N,88,6463.0,True
4987,tt0457319,Dead Heist,Dead Heist,2007,\N,80,1015.0,False
4989,tt0457430,Pan's Labyrinth,,2006,\N,118,,True
4992,tt0458050,Paruthiveeran,,\N,2007,162,3491.0,True
5001,tt0460766,Deep Water,Deep Water,2006,\N,93,3104.0,True
5006,tt0462160,Déád Tớné,,\N,2007,100,2940.0,False
5030,tt0466669,Almost Normal,,2005,\N,90,1166.0,False
5039,tt0468569,The Dark Knight,The Dark Knight,\N,2008,152,2453191.0,True
5048,tt0469785,A Limousine the Colour of Midsummer's Eve,,1981,\N,84,1200.0,True
5105,tt0479500,Nancy Drew,Nancy Drew,2007,\N,99,,False
5123,tt0483703,"So Close, So Far",,2005,\N,121,2560.0,True
5124,tt0483719,The Living and the Dead,The Living and the Dead,2006,\N,83,2355.0,False
5128,tt0485241,"Don't Worry, I'm Fine",,2006,\N,92,10531.0,True
5135,tt0486544,Albert Fish: In Sin He Found Salvation,,2007,\N,86,1103.0,False
5162,tt0490196,Phat Girlz,Phat Girlz,2006,\N,99,9005.0,False
5163,tt0490377,De brief voor de koning,De brief voor de koning,2008,\N,110,1396.0,False
5174,tt0493171,I Love You in Every Language in the World,Ti amo in tutte le lingue del mondo,2005,\N,99,1826.0,False
5208,tt0499291,Ah Nerede,Ah Nerede,1975,\N,90,4300.0,True
5210,tt0499456,Dáys ớf Dárknéss,,2007,\N,89,1482.0,False
5211,tt0499549,Avatar,,2009,\N,162,1167269.0,True
5239,tt0768218,The Mysteries of Pittsburgh,,2008,\N,95,3246.0,False
5250,tt0776804,Triple Dare,,\N,2006,92,1006.0,False
5284,tt0795463,Sénséléss,,2008,\N,87,1069.0,False
5291,tt0800320,Clash of the Titans,Clash of the Titans,2010,\N,106,277337.0,False
5309,tt0808331,Joshua,,\N,2007,106,12553.0,False
5362,tt0831887,The Spirit,The Spirit,2008,\N,103,60696.0,False
5364,tt0833444,Dombivli Fast,,2005,\N,108,1011.0,True
5365,tt0833476,Jhớớm Bárábár Jhớớm,,2007,\N,138,3129.0,False
5378,tt0840361,The Town,,2010,\N,125,371930.0,True
5401,tt0855822,Huddersfield,Hadersfild,\N,2007,95,2847.0,True
5402,tt0857191,The Visitor,The Visitor,2007,\N,104,42648.0,True
5409,tt0862748,Rupan sansei,Rupan sansei,2014,\N,133,1651.0,False
5422,tt0872224,Street Thief,,2006,\N,84,2040.0,True
5430,tt0881891,Áll Ábớút Stévé,All About Steve,2009,\N,99,41261.0,False
5432,tt0884214,Wreckage,Wreckage,\N,2010,87,,False
5435,tt0887719,Blonde Ambition,Blonde Ambition,2007,\N,93,5879.0,False
5453,tt0897361,I Knớw Whớ Killéd Mé,,2007,\N,106,29229.0,False
5456,tt0901476,Bride Wars,,2009,\N,89,,False
5481,tt0920462,Lost Girls and Love Hotels,,2020,\N,97,,False
5491,tt0929809,The Class,,2007,\N,100,3728.0,False
5495,tt0933342,Polycarp,Polycarp,2007,\N,85,1049.0,False
5503,tt0940651,Americans at the Black Sea,,2007,\N,100,1379.0,False
5518,tt0960066,The Black Waters of Echo's Pond,,2009,\N,89,1211.0,False
5520,tt0961066,Everlasting Moments,Maria Larssons eviga ögonblick,2008,\N,131,5582.0,True
5530,tt0973783,Big B,Big B,2007,\N,130,3101.0,True
5540,tt0978670,The Neighbor,The Neighbor,\N,2007,98,1170.0,False
